state,county_state,county_fips_code,urbanicity_2,65_plus_yn,COUNT
NM,"CUMBERLAND, PA",42041,Metro counties,N,1
TN,"FRANKLIN, MS",28037,Non-metro counties,N,3
AL,"GEAUGA, OH",39055,Metro counties,N,1
NM,"CHEROKEE, GA",13057,Metro counties,N,1
VT,"NORFOLK, VT",25021,Metro counties,N,2
VT,"KING, VT",53033,Metro counties,N,1
VT,"ORLEANS, NH",50019,Non-metro counties,Y,1
FL,"LAKE, IL",12069,Metro counties,Y,1
AL,"LONOKE, AL",05085,Metro counties,N,1
GA,"DEKALB, AL",01049,Non-metro counties,Y,1
AR,"CAMDEN, MO",29029,Non-metro counties,N,1
AL,"MARION, GA",13197,Metro counties,N,1
VT,"DUVAL, FL",12031,Metro counties,Y,2
KS,SD,,,Y,2
TX,MS,,,Y,2
VT,"BENNINGTON, NY",,,Y,1
MD,AL,,,N,1
AR,"LEAVENWORTH, KS",20103,Metro counties,N,2
TX,"CAYUGA, NY",36011,Non-metro counties,N,1
IN,"VANDERBURGH, IL",,,Y,1
TX,"CLAY, AR",05021,Non-metro counties,N,1
TN,"WILLIAMSON, FL",47187,Metro counties,N,1
TN,"FAIRFIELD, TN",,,Y,1
IN,"LAKE, NV",,,N,1
MT,"COLUMBIA, WA",53013,Metro counties,Y,1
OR,AL,,,Y,1
AR,"WASHINGTON, TX",48477,Non-metro counties,N,1
TN,"CROCKETT, TX",48105,Non-metro counties,N,1
MT,"LEXINGTON CITY, VA",51678,Non-metro counties,N,1
TX,"HAMILTON, NE",31081,Metro counties,N,2
IN,"DEARBORN, FL",,,N,1
TX,"OLDHAM, KY",21185,Metro counties,N,1
IN,"FRANKLIN, IN",39049,Metro counties,N,3
NM,"POLK, TX",48373,Non-metro counties,N,1
MT,"TEXAS, OK",40139,Non-metro counties,N,1
TX,"HUMPHREYS, TN",47085,Non-metro counties,N,1
OR,AL,,,N,1
AL,"NUECES, TX",48355,Metro counties,N,2
TX,"WARRICK, IN",18173,Metro counties,N,1
GA,"STILLWATER, MT",30095,Non-metro counties,N,1
AR,"BERKS, PA",42011,Metro counties,N,1
IN,"ALLEN, WA",,,Y,1
NM,"COCHISE, AZ",04003,Metro counties,N,3
TX,"FLORENCE, SC",45041,Metro counties,N,1
AR,"STEPHENS, OK",40137,Non-metro counties,N,1
KY,"JEFFERSON, AL",01073,Metro counties,N,1
TX,"JEFFERSON, AL",01073,Metro counties,Y,1
TN,"OGEMAW, MI",26129,Non-metro counties,Y,1
MT,"CASS, ND",38017,Metro counties,N,1
TX,"CASWELL, NC",37033,Non-metro counties,N,1
GA,"ROCKINGHAM, VA",51165,Metro counties,N,1
AL,"VOLUSIA, AL",12127,Metro counties,N,1
MT,"CLALLAM, WA",53009,Non-metro counties,N,1
TN,"MONTGOMERY, TX",47125,Metro counties,N,1
TN,"SHELBY, MD",47157,Metro counties,N,1
MT,"CANADIAN, OK",40017,Metro counties,N,1
AL,"ALEXANDRIA CITY, AL",51510,Metro counties,N,1
AL,"CHARLES, MD",24017,Metro counties,N,1
MT,"ABBEVILLE, SC",45001,Non-metro counties,Y,1
AL,"FREDERICK, VA",51069,Metro counties,N,1
TX,"TORRANCE, NM",35057,Metro counties,N,3
AL,"JEFFERSON, TX",01073,Metro counties,N,1
NC,"MECKLENBURG, SC",37119,Metro counties,N,1
TN,"CARTERET, NC",37031,Non-metro counties,Y,1
AL,"MONROE, IL",17133,Metro counties,N,1
NM,"CITRUS, FL",12017,Metro counties,N,1
IN,"CAMUY, PR",72027,,N,1
TN,"FAIRFIELD, CT",09001,Metro counties,N,2
AL,"MONTGOMERY, AK",01101,Metro counties,N,2
TN,"RICHMOND, NY",36085,Metro counties,N,1
AL,"MECOSTA, MI",26107,Non-metro counties,N,1
AR,"JEFFERSON, IN",18077,Non-metro counties,N,1
AR,"POLK, TX",48373,Non-metro counties,Y,1
WV,"RITCHIE, WV",54085,Non-metro counties,N,3
VT,"CITRUS, VT",12017,Metro counties,N,1
AL,"CABARRUS, NC",37025,Metro counties,N,1
TX,"ST. MARY'S, MD",24037,Metro counties,N,1
AL,"WEBB, AL",48479,Metro counties,N,1
TX,"ROANOKE CITY, VA",51770,Metro counties,N,1
PR,"BEXAR, TX",48029,Metro counties,N,1
VA,"MONMOUTH, NJ",34025,Metro counties,N,1
TX,"LEBANON, PA",42075,Metro counties,N,1
VT,"ST. LUCIE, FL",12111,Metro counties,N,1
GA,"PIERCE, WA",53053,Metro counties,N,1
AL,"DES MOINES, IA",19057,Non-metro counties,N,1
AL,"CARROLL, AR",05015,Non-metro counties,N,1
VT,TX,,,Y,1
AL,"CITRUS, FL",12017,Metro counties,N,1
VT,"KERSHAW, SC",45055,Metro counties,N,1
TX,"KENNEBEC, ME",23011,Non-metro counties,N,1
KY,"HARLAN, NE",31083,Non-metro counties,N,1
PR,"ALAMEDA, CA",06001,Metro counties,N,1
AL,"MARION, FL",12083,Metro counties,N,1
KY,"MONTGOMERY, OH",21173,Non-metro counties,N,1
GU,MD,,,N,1
TX,"COFFEE, TN",47031,Non-metro counties,Y,1
AR,"MADISON, NC",37115,Metro counties,Y,1
IN,"HUNTERDON, NJ",34019,Metro counties,N,1
TX,"STEVENS, WA",53065,Metro counties,N,1
TN,"ADAMS, NE",31001,Non-metro counties,Y,1
MT,"RUTHERFORD, NC",37161,Non-metro counties,N,1
GA,"WYANDOTTE, KS",20209,Metro counties,N,1
KY,"TIPTON, OH",47167,Metro counties,N,1
CO,MS,,,N,1
KY,"CAMPBELL, TN",21037,Metro counties,Y,1
IN,"ADAMS, IN",17001,Non-metro counties,N,1
PR,"WILLIAMSON, TX",48491,Metro counties,Y,1
GA,"POLK, IA",19153,Metro counties,Y,1
TX,"STARK, IL",17175,Metro counties,N,1
VT,"DISTRICT OF COLUMBIA, VT",11001,Metro counties,Y,1
AR,"NEWTON, GA",13217,Metro counties,N,3
TN,"HARDIN, TX",48199,Metro counties,N,2
FL,"LEE, MO",12071,Metro counties,N,1
AL,"ANDERSON, AL",48001,Non-metro counties,N,1
GA,"ST. FRANCOIS, MO",29187,Non-metro counties,N,1
TN,"WAYNE, OH",39169,Non-metro counties,Y,2
IN,"ALLEN, TN",,,Y,1
IN,"DECATUR, AL",,,N,1
NM,"SULLIVAN, TN",47163,Metro counties,Y,1
TN,"JACKSON, IN",18071,Non-metro counties,N,1
AL,"MIAMI-DADE, FL",12086,Metro counties,Y,1
MT,"BOWIE, TX",48037,Metro counties,N,1
AR,"ANOKA, MN",27003,Metro counties,N,2
FL,"LEE, MN",12071,Metro counties,N,3
AR,"BENTON, TX",,,N,1
TX,"MARION, AR",05089,Non-metro counties,N,1
TX,"SNYDER, PA",42109,Non-metro counties,N,1
AL,"CLINTON, AL",36019,Non-metro counties,N,1
IN,"CLAY, IN",05021,Non-metro counties,N,1
GA,"SUWANNEE, FL",12121,Non-metro counties,Y,2
TN,"HARDIN, MS",47071,Non-metro counties,N,1
AL,"CULLMAN, MS",01043,Non-metro counties,N,1
PR,"CUMBERLAND, PA",42041,Metro counties,N,1
MT,"DAWSON, TX",48115,Non-metro counties,N,1
TN,"SCOTT, MO",29201,Non-metro counties,N,3
AL,"BROWN, IN",18013,Metro counties,N,1
FL,"ST. LUCIE, NJ",12111,Metro counties,N,1
TN,"MARION, OR",41047,Metro counties,N,1
IN,"HAMILTON, IN",48193,Non-metro counties,Y,1
IN,"CUYAHOGA, OH",39035,Metro counties,N,1
TN,"YORK, TN",,,N,1
MT,"IRON, MO",29093,Non-metro counties,N,1
FL,"WAKULLA, SC",12129,Metro counties,Y,1
TX,"JEFFERSON, WV",54037,Metro counties,N,2
IN,"HAMILTON, IA",19079,Non-metro counties,Y,1
PR,"WALTON, FL",12131,Metro counties,N,1
MD,"MIDDLESEX, MA",25017,Metro counties,N,1
MT,"BALTIMORE, MD",24005,Metro counties,N,1
TX,"GALVESTON, MI",48167,Metro counties,N,1
TX,"UNION, LA",22111,Metro counties,N,5
IN,"WASHINGTON, IN",41067,Metro counties,N,1
AL,"OROCOVIS, AL",72107,,N,1
VT,"FORREST, MS",28035,Metro counties,N,1
TN,"PUTNAM, OH",39137,Non-metro counties,N,1
TX,"SENECA, OH",39147,Non-metro counties,N,1
AL,"MORGAN, WV",54065,Non-metro counties,N,2
TN,"UNION, GA",13291,Non-metro counties,Y,1
VT,"NORFOLK, MA",25021,Metro counties,Y,1
KY,"PINELLAS, FL",12103,Metro counties,Y,1
TN,"SHELBY, MN",47157,Metro counties,N,1
FL,"PINELLAS, NM",12103,Metro counties,N,1
TX,"FORT BEND, FL",48157,Metro counties,N,1
KY,"KENTON, IL",21117,Metro counties,N,1
TX,"COWLEY, KS",20035,Non-metro counties,N,1
AL,"MOREHOUSE, AL",22067,Non-metro counties,N,1
TN,"SHELBY, CA",47157,Metro counties,N,1
KY,"BOYLE, AL",21021,Non-metro counties,N,1
VT,"NIAGARA, NY",36063,Metro counties,N,1
NM,"CORYELL, TX",48099,Metro counties,N,1
VT,"RICHMOND, VA",51159,Non-metro counties,N,1
FL,"ST. LUCIE, OH",12111,Metro counties,N,1
AL,"KERSHAW, AL",45055,Metro counties,N,1
AR,"LINCOLN, KS",20105,Non-metro counties,N,1
VA,"SULLIVAN, TN",47163,Metro counties,N,1
GA,"CASSIA, ID",16031,Non-metro counties,N,1
TX,"THOMAS, KS",20193,Non-metro counties,N,1
TN,"CHARLOTTE, VA",51037,Non-metro counties,Y,1
MT,"FULTON, AR",05049,Non-metro counties,N,2
FL,"PINELLAS, MI",12103,Metro counties,Y,1
TX,"CACHE, UT",49005,Metro counties,N,1
MT,"MANATEE, FL",12081,Metro counties,N,1
AL,"PONTOTOC, AL",28115,Non-metro counties,N,2
AR,"LANCASTER, NE",31109,Metro counties,Y,1
TN,"MADISON, AR",47113,Metro counties,Y,1
FL,"BROWARD, NC",12011,Metro counties,N,1
TN,"TRUMBULL, OH",39155,Metro counties,N,3
GA,"MOREHOUSE, LA",22067,Non-metro counties,N,1
AR,"CHOCTAW, OK",40023,Non-metro counties,N,1
AR,"HARRISON, MS",28047,Metro counties,Y,1
AR,"COLUMBIA, WI",55021,Metro counties,N,1
KY,"MONROE, IN",18105,Metro counties,N,1
AR,"WASHINGTON, NY",36115,Metro counties,Y,1
TX,"CAROLINA, PR",72031,,N,1
TX,"JACKSON, WI",55053,Non-metro counties,N,2
PR,"DALE, AL",01045,Non-metro counties,N,1
TN,"KENAI PENINSULA, AK",02122,Non-metro counties,N,1
IN,"GRANT, LA",22043,Metro counties,N,1
MT,"ALEUTIANS EAST, AK",02013,Non-metro counties,Y,1
TN,"ST. JOHNS, FL",12109,Metro counties,Y,1
NM,"NATRONA, WY",56025,Metro counties,N,1
AR,"GWINNETT, GA",13135,Metro counties,Y,1
FL,"OKALOOSA, VA",12091,Metro counties,N,1
AR,"CHRISTIAN, KY",21047,Metro counties,N,1
GA,"HERTFORD, NC",37091,Non-metro counties,N,1
TN,"POLK, IA",19153,Metro counties,Y,1
KY,"BALDWIN, GA",13009,Non-metro counties,N,1
TN,"BRUNSWICK, VA",51025,Non-metro counties,N,1
AL,"CLAY, MN",27027,Metro counties,N,1
AL,"PAULDING, GA",13223,Metro counties,Y,1
TN,"SEVIER, AL",47155,Non-metro counties,N,1
VA,"PITT, NC",37147,Metro counties,N,1
TX,"NANTUCKET, MA",25019,Non-metro counties,N,1
TN,"CALDWELL, KY",21033,Non-metro counties,N,1
AL,"LOWNDES, GA",13185,Metro counties,N,1
TX,"VENTURA, CA",06111,Metro counties,Y,1
MT,"LUNA, NM",35029,Non-metro counties,N,1
MT,"HARRISON, MS",28047,Metro counties,N,1
MT,"WHITESIDE, IL",17195,Non-metro counties,Y,2
TX,"MARTIN, FL",48317,Metro counties,N,1
MT,"SPOKANE, WA",53063,Metro counties,Y,2
AL,"WEBSTER, LA",22119,Metro counties,N,1
IN,"GRANT, FL",18053,Non-metro counties,Y,1
VT,"MONMOUTH, VT",34025,Metro counties,N,1
TX,"BEAUFORT, NC",37013,Non-metro counties,N,1
VA,"MIDDLESEX, VA",25017,Metro counties,N,1
PR,"MONMOUTH, NJ",34025,Metro counties,N,1
IN,"KNOX, TX",48275,Non-metro counties,N,1
TX,"DESOTO, MS",28033,Metro counties,N,1
MT,"SIERRA, CA",06091,Non-metro counties,N,1
AR,"MADISON, IL",17119,Metro counties,Y,1
AL,"OTTAWA, OK",40115,Non-metro counties,N,1
TN,"PUTNAM, WV",54079,Metro counties,Y,1
AL,"HENRY, IL",17073,Metro counties,N,1
TX,"WEXFORD, MI",26165,Non-metro counties,N,3
IN,"MIDDLESEX, IN",25017,Metro counties,N,1
MT,"MIFFLIN, PA",42087,Non-metro counties,N,1
TN,"MERIWETHER, GA",13199,Metro counties,N,1
AL,"ASHLAND, WI",55003,Non-metro counties,N,1
TN,"ONONDAGA, NY",36067,Metro counties,N,2
IN,"KENTON, IN",21117,Metro counties,N,2
VT,"WINCHESTER CITY, VT",51840,Metro counties,N,1
AR,"SHANNON, MO",29203,Non-metro counties,Y,1
MT,"BALDWIN, AL",01003,Metro counties,N,1
IN,"BALDWIN, AL",01003,Metro counties,N,1
AL,"BALDWIN, FL",01003,Metro counties,Y,1
TN,"FULTON, GA",13121,Metro counties,Y,1
TN,"COVINGTON, AL",01039,Non-metro counties,N,1
AL,"MERIWETHER, GA",13199,Metro counties,N,2
AR,"LEE, MS",28081,Non-metro counties,N,1
TX,"FAJARDO, PR",72053,,N,1
TX,"CARTER, TN",47019,Metro counties,N,1
AL,"WAYNE, AL",37191,Metro counties,N,1
FL,"BAKER, GA",12003,Metro counties,N,1
IN,"IROQUOIS, IL",17075,Non-metro counties,Y,1
TX,"FRANKLIN, KY",21073,Non-metro counties,N,2
GA,"LEE, FL",12071,Metro counties,N,5
AL,"ADA, ID",16001,Metro counties,N,1
TN,"JEFFERSON, MO",29099,Metro counties,Y,1
TN,"CREEK, OK",40037,Metro counties,N,1
TX,"PERSON, NC",37145,Metro counties,N,1
KY,"DAVIESS, TN",21059,Metro counties,N,1
IN,"ALLEN, NV",,,N,1
AL,"JEFFERSON, AL",17081,Non-metro counties,N,1
AL,UT,,,N,1
PR,"HAMPDEN, MA",25013,Metro counties,Y,1
PR,"BERKS, PA",42011,Metro counties,N,1
IN,"ELKHART, AZ",,,Y,1
TX,"NASH, NC",37127,Metro counties,N,1
NM,"UNALLOCATED IDAHO, ID",16000,,N,1
IN,"JOHNSON, ID",,,N,1
NM,"SANTA BARBARA, CA",06083,Metro counties,N,1
TN,"SMYTH, WV",51173,Non-metro counties,Y,1
TN,"GEORGE, MS",28039,Non-metro counties,N,2
TX,"DOUGLAS, WI",55031,Metro counties,N,1
NM,"COCHISE, AZ",04003,Metro counties,Y,2
AL,"WINNEBAGO, WI",55139,Metro counties,N,2
TX,"BERKS, PA",42011,Metro counties,N,4
SC,"BUNCOMBE, NC",37021,Metro counties,N,1
TN,"KNOX, IN",18083,Non-metro counties,N,1
AR,"RAPIDES PARISH, LA",,,N,1
IN,"KNOX, KY",21121,Non-metro counties,N,1
TN,"HOUSTON, TX",48225,Non-metro counties,N,1
TX,"PATILLAS, PR",72109,,N,1
TN,"WARREN, MS",42123,Non-metro counties,Y,1
TN,"FULTON, TN",13121,Metro counties,N,1
GA,"BUNCOMBE, NC",37021,Metro counties,N,1
TX,"LAS ANIMAS, CO",08071,Non-metro counties,N,3
TX,"MUSKEGON, MI",26121,Metro counties,N,2
AL,"BALDWIN, TX",01003,Metro counties,N,1
MT,"WARD, ND",38101,Non-metro counties,N,3
FL,"CHARLOTTE, MI",12015,Metro counties,Y,1
TN,"BROWN, OH",39015,Metro counties,N,1
AR,"STARK, OH",39151,Metro counties,Y,1
KY,"MARSHALL, TN",47117,Non-metro counties,Y,1
DE,TX,,,N,1
IN,"CLINTON, TX",,,Y,1
MT,"PLYMOUTH, MA",25023,Metro counties,N,1
NM,"GALVESTON, TX",48167,Metro counties,Y,1
TN,"DARKE, OH",39037,Non-metro counties,Y,1
IN,"ONONDAGA, NY",36067,Metro counties,N,1
TX,"MCLENNAN, TN",48309,Metro counties,N,1
KY,"SCOTT, IN",21209,Metro counties,N,1
AL,TX,,,Y,1
AL,"PLATTE, MO",29165,Metro counties,N,1
TN,"NOXUBEE, MS",28103,Non-metro counties,N,1
AR,"JASPER, MS",28061,Non-metro counties,N,1
MT,"ALACHUA, FL",12001,Metro counties,N,1
FL,"MONROE, NJ",12087,Non-metro counties,Y,1
KY,"PUTNAM, FL",12107,Non-metro counties,N,1
TN,"JEFFERSON, OH",39081,Metro counties,N,1
TN,"DAVIDSON, KY",47037,Metro counties,N,1
AL,"LEE, IA",19111,Non-metro counties,N,1
TX,"NICOLLET, MN",27103,Metro counties,N,2
NM,"HIGHLANDS, FL",12055,Metro counties,N,1
AL,"HARNETT, NC",37085,Non-metro counties,N,2
AR,"RENO, KS",20155,Non-metro counties,N,1
TN,"GRANT, NM",35017,Non-metro counties,N,1
IN,"SPALDING, GA",13255,Metro counties,N,1
IN,"BANDERA, TX",48019,Metro counties,Y,1
FL,"HIGHLANDS, PA",12055,Metro counties,Y,1
KY,"HAMBLEN, TN",47063,Metro counties,N,1
AR,"UNION, PA",42119,Non-metro counties,N,1
VT,"WINDSOR, NJ",,,N,1
GA,"CLAY, FL",12019,Metro counties,Y,1
AL,"BUTTS, GA",13035,Metro counties,N,1
AL,"STANLY, AL",37167,Non-metro counties,N,1
IN,"MARION, UT",,,N,1
VT,"CASS, MO",29037,Metro counties,N,1
SC,NV,,,N,1
AL,"CHEROKEE, NC",37039,Non-metro counties,N,1
MT,"CADDO, LA",22017,Metro counties,Y,1
MT,"ESCAMBIA, FL",12033,Metro counties,N,1
VT,"BRADFORD, PA",42015,Non-metro counties,N,1
TX,"MEDINA, OH",48325,Metro counties,N,1
MP,CA,,,N,1
FL,"BAY, SC",12005,Metro counties,N,1
IN,"RILEY, KS",20161,Metro counties,N,1
AR,"LAUREL, KY",21125,Non-metro counties,N,1
MT,"HERNANDO, FL",12053,Metro counties,N,1
AL,"ANDERSON, AL",21005,Non-metro counties,N,1
TX,"RICHMOND CITY, VA",51760,Metro counties,N,1
NM,"LAWRENCE, IN",18093,Non-metro counties,N,1
VT,"STRAFFORD, NH",33017,Metro counties,Y,1
AL,"SUFFOLK, AL",25025,Metro counties,N,1
IN,"BARTHOLOMEW, TN",,,N,2
AL,"JASPER, MS",28061,Non-metro counties,Y,1
TN,"MONTOUR, PA",42093,Metro counties,N,1
TX,"BRADFORD, FL",12007,Non-metro counties,N,1
GA,"BARNSTABLE, MA",25001,Metro counties,N,1
TN,"CHEROKEE, AL",01019,Non-metro counties,N,1
AR,"NOWATA, OK",40105,Non-metro counties,Y,1
TX,"WEST FELICIANA, LA",22125,Metro counties,N,1
GA,"KOSSUTH, IA",19109,Non-metro counties,N,1
VA,"MCDOWELL, VA",54047,Non-metro counties,N,1
TN,"EL PASO, CO",08041,Metro counties,N,1
IN,"VANDERBURGH, NE",,,N,1
TN,"CASCADE, MT",30013,Metro counties,Y,1
VT,"WARREN, VT",36113,Metro counties,N,1
AR,"HINDS, MS",28049,Metro counties,N,4
AL,"CHESAPEAKE CITY, AL",51550,Metro counties,N,1
GA,"RUTHERFORD, TN",47149,Metro counties,N,1
TN,"SCOTT, AR",05127,Non-metro counties,N,1
SC,"BERRIEN, GA",13019,Non-metro counties,Y,1
TX,"PENNINGTON, SD",46103,Metro counties,Y,1
AR,"BOLIVAR, MS",28011,Non-metro counties,N,1
NM,"SUMTER, FL",12119,Metro counties,Y,1
AR,"ROGERS, OK",40131,Metro counties,Y,1
TN,"BUCHANAN, MO",51027,Non-metro counties,Y,1
AR,"ELKO, NV",32007,Non-metro counties,N,1
FL,"SUMTER, CT",12119,Metro counties,N,1
SC,"BERRIEN, GA",13019,Non-metro counties,N,1
AL,"INGHAM, AL",26065,Metro counties,N,1
TN,"STANLY, NC",37167,Non-metro counties,N,1
GA,"FRANKLIN, OH",39049,Metro counties,Y,1
AR,"KITSAP, WA",53035,Metro counties,Y,1
GA,"CLARKE, IA",19039,Non-metro counties,N,1
MD,"WASHINGTON, DC",24043,Metro counties,N,1
TX,"NEW HANOVER, NC",37129,Metro counties,N,1
IN,"JACKSON, KS",20085,Metro counties,N,1
TX,"HAMPSHIRE, MA",25015,Metro counties,N,1
MT,"BARRY, MI",26015,Metro counties,N,1
AL,"UNION, GA",13291,Non-metro counties,Y,1
VA,"MONROE, FL",12087,Non-metro counties,N,1
KY,"JESSAMINE, CA",21113,Metro counties,N,1
VT,"CHITTENDEN, NY",50007,Metro counties,N,1
KY,"LAKE, IL",17097,Metro counties,N,1
AL,"PLATTE, MO",29165,Metro counties,Y,1
TN,"CASS, ND",38017,Metro counties,N,1
AR,"WELD, CO",08123,Metro counties,Y,1
KY,"ROCKINGHAM, NH",33015,Metro counties,N,1
TX,"TOA ALTA, PR",72135,,N,1
GA,"WARREN, NY",36113,Metro counties,N,1
IN,"ORANGE, FL",12095,Metro counties,N,1
MT,"LINCOLN, SD",46083,Metro counties,Y,1
IN,"CLAY, TN",47027,Non-metro counties,N,1
AL,NH,,,N,1
AL,"TUSCALOOSA, KY",01125,Metro counties,N,1
VA,"MIDDLESEX, CT",09007,Metro counties,N,1
TX,"AUTAUGA, AL",01001,Metro counties,N,2
IN,"GREENE, MO",29077,Metro counties,N,1
VI,"FAYETTE, GA",13113,Metro counties,N,1
MT,"KINGS, NY",36047,Metro counties,N,2
GA,"FULTON, IL",17057,Non-metro counties,N,1
VT,"NEW CASTLE, DE",10003,Metro counties,Y,1
VA,"MINERAL, WV",54057,Metro counties,N,1
KY,"UNION, OH",21225,Non-metro counties,N,1
MT,"PICKENS, GA",13227,Metro counties,N,1
IN,"PUTNAM, LA",,,N,1
NM,"WASHINGTON, MN",27163,Metro counties,Y,1
AR,KY,,,Y,1
AR,"MUSCOGEE, GA",13215,Metro counties,Y,1
KY,"BOONE, MA",21015,Metro counties,Y,1
MT,"HURON, MI",26063,Non-metro counties,N,1
AR,"JACKSON PARISH, LA",,,N,1
IN,"MONTGOMERY, TX",48339,Metro counties,Y,1
MT,"GRUNDY, IL",17063,Metro counties,Y,1
TN,"BIBB, GA",13021,Metro counties,Y,1
PR,"DISTRICT OF COLUMBIA, DC",11001,Metro counties,N,1
TX,"LAKE, CA",06033,Non-metro counties,N,1
AR,"BENTON, MO",29015,Non-metro counties,Y,1
TX,"GRAHAM, AZ",04009,Non-metro counties,N,1
AR,"ADAMS, CO",08001,Metro counties,N,1
TX,"LAFAYETTE, WI",55065,Non-metro counties,N,1
NM,"NOLAN, TX",48353,Non-metro counties,N,1
AL,"HOUSTON, FL",01069,Metro counties,N,1
FL,"PALM BEACH, KS",12099,Metro counties,Y,1
GA,"LEE, MS",28081,Non-metro counties,N,1
TN,"ADAMS, CO",08001,Metro counties,N,1
FL,"VOLUSIA, TN",12127,Metro counties,N,1
AR,"LIMESTONE, AL",01083,Metro counties,N,1
TN,"RUTHERFORD, NC",37161,Non-metro counties,Y,1
IN,"KOSCIUSKO, KS",,,Y,1
AL,"CULLMAN, AK",01043,Non-metro counties,N,1
IN,"LIVINGSTON, IN",26093,Metro counties,N,1
GU,IN,,,N,1
GA,"CLAY, AR",05021,Non-metro counties,N,1
AR,"ULSTER, NY",36111,Metro counties,N,1
KY,"CAMPBELL, TX",21037,Metro counties,N,2
AL,"CAMPBELL, WY",56005,Non-metro counties,N,1
IN,"MONROE, IN",55081,Non-metro counties,N,1
AL,"LEMHI, IN",16059,Non-metro counties,Y,1
AR,"BROWN, AR",,,N,1
KY,"OLDHAM, TX",21185,Metro counties,N,1
VT,"WINDSOR, SC",,,N,1
TN,"LAKE, FL",12069,Metro counties,Y,1
AR,IN,,,Y,1
AL,"SEQUOYAH, OK",40135,Metro counties,N,1
MT,"PINAL, AZ",04021,Metro counties,N,1
IN,"LAKE, ID",,,Y,1
TN,"JACKSON, MS",28059,Metro counties,Y,1
AR,"TRAVIS, AR",,,N,1
TX,"STAFFORD, KS",20185,Non-metro counties,N,1
GA,"SPARTANBURG, SC",45083,Metro counties,N,2
MT,"UINTAH, UT",49047,Non-metro counties,N,1
IN,"PORTER, IL",,,N,2
TN,"HOPKINS, KY",48223,Non-metro counties,N,1
MT,"TANEY, MO",29213,Non-metro counties,N,1
TN,"JONES, GA",13169,Metro counties,N,1
TN,"FRANKLIN, WA",53021,Metro counties,N,1
VT,CO,,,N,2
IN,"MONROE, AL",01099,Non-metro counties,N,1
KY,"FRANKLIN, OH",21073,Non-metro counties,N,1
TX,"TRUMBULL, OH",39155,Metro counties,N,1
AR,"ST. LOUIS, MN",27137,Metro counties,Y,1
TN,"DAVISON, TN",,,N,1
KY,"TRUMBULL, OH",39155,Metro counties,Y,1
TN,"HAMILTON, AZ",47065,Metro counties,N,1
TN,"MARSHALL, IN",18099,Non-metro counties,N,1
VT,"ORLEANS, NH",,,N,1
AL,"JACKSON, AL",47087,Non-metro counties,N,1
AL,"WESTMORELAND, AL",51193,Non-metro counties,N,1
IN,"HENDRICKS, WI",,,N,1
AR,"CHAMPAIGN, IL",17019,Metro counties,N,1
AR,"GRANT PARISH, LA",,,N,1
TX,"DELAWARE, OK",40041,Non-metro counties,N,1
VT,"MERCED, CA",06047,Metro counties,N,1
NM,"ARAPAHOE, CO",08005,Metro counties,Y,1
TN,"SHELBY, ME",,,N,1
KY,"UNALLOCATED TEXAS, TX",48000,,N,1
AR,"SAN FRANCISCO, CA",06075,Metro counties,N,1
GU,"SAN FRANCISCO, CA",06075,Metro counties,N,1
IN,"ST JOSEPH, NJ",,,Y,1
AL,"HARDIN, GA",47071,Non-metro counties,Y,1
AL,"CARVER, AL",27019,Metro counties,N,1
AL,"QUEENS, NY",36081,Metro counties,Y,1
AL,"CALHOUN, AL",45017,Metro counties,Y,1
MT,"JEFFERSON DAVIS, LA",22053,Non-metro counties,N,1
GA,"COVINGTON, AL",01039,Non-metro counties,N,1
AR,"SUSSEX, DE",10005,Metro counties,Y,1
GU,"FULTON, GA",13121,Metro counties,N,1
AL,"HARVEY, KS",20079,Metro counties,N,1
NM,"OZAUKEE, WI",55089,Metro counties,Y,1
TN,"UNALLOCATED FLORIDA, FL",12000,,Y,1
AL,"HOWARD, AL",29089,Non-metro counties,N,1
AL,"DUNN, AL",55033,Non-metro counties,N,1
AR,"DAKOTA, MN",27037,Metro counties,N,1
NM,"MILWAUKEE, WI",55079,Metro counties,N,1
AR,"PRENTISS, MS",28117,Non-metro counties,N,1
VA,"ROWAN, NC",37159,Metro counties,N,1
KY,"ROCK ISLAND, IL",17161,Metro counties,N,1
TX,"NORTHUMBERLAND, PA",42097,Non-metro counties,N,1
TX,"MIDLAND, MI",26111,Metro counties,N,1
AL,"UNALLOCATED FLORIDA, FL",12000,,Y,1
KY,"MADISON, NC",21151,Non-metro counties,N,1
IN,"WAYNE, TN",47181,Non-metro counties,N,1
VA,"AIKEN, SC",45003,Metro counties,N,1
GA,"ST. JOSEPH, IN",18141,Metro counties,Y,1
AL,"GUILFORD, NC",37081,Metro counties,Y,1
AL,"PRINCE WILLIAM, AL",51153,Metro counties,Y,1
TN,"TANEY, MO",29213,Non-metro counties,Y,1
TN,"CARROLL, VA",51035,Non-metro counties,N,1
AL,"MADISON, MA",01089,Metro counties,N,1
TN,"SOMERSET, MD",24039,Metro counties,N,1
NM,"BUCKS, PA",42017,Metro counties,N,1
MD,"MARICOPA, MD",04013,Metro counties,N,1
AR,"WARD, TX",48475,Non-metro counties,N,1
MT,"ORLEANS, NY",36073,Metro counties,N,1
TN,"WARREN, KY",42123,Non-metro counties,N,1
MT,"GEAUGA, OH",39055,Metro counties,Y,1
TN,"HAYS, TX",48209,Metro counties,N,1
NM,"SABINE, TX",48403,Non-metro counties,N,1
